"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested"
"PDXDC1",-0.6225,0.000378470408981534,0.00483899548644224,0.172,0.597,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"F12",-0.6213,0.000125355143459106,0.0020499483303797,0.759,0.969,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TRIR",0.6206,0.00362718654180015,0.024164312123794,0.862,0.914,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"APOL1",-0.6204,0.00517474456024356,0.0308949666671472,0.517,0.854,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LAMTOR2",-0.62,0.000871816522670181,0.00900733635366843,0.276,0.755,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL30",0.6195,2.48532115737546e-09,1.8447781016377e-07,0.966,0.99,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PPIP5K2",-0.6193,0.00945433103935784,0.0469638617824079,0.069,0.319,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UQCRH",-0.6188,0.00141441855614071,0.0125239463693474,0.724,0.878,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RAB1A",-0.6186,0.00942730234652541,0.0468945562541516,0.483,0.782,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CADM1",-0.6178,0.00975390847075436,0.047949462684319,0.345,0.705,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DUSP1",0.6175,2.0058537278962e-05,0.000471758766655317,0.931,0.984,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HSPA9",-0.617,0.00148887857975915,0.01308362990408,0.552,0.879,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDHA1",-0.6168,0.00533180209663822,0.0315860770374023,0.172,0.521,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MDH2",-0.6164,0.00317012686788556,0.0218711587338762,0.448,0.872,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CYP2C18",-0.6156,0.00110627011187239,0.0105757834926673,0.207,0.651,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARF4",-0.6148,0.000662647538373706,0.00749633354900238,0.276,0.751,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SERPINF2",-0.6148,0.000100283731887715,0.00173196293388915,0.828,0.983,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TOP1",-0.6139,0.00498689274605225,0.0301170337450565,0.172,0.517,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5MPL",-0.6132,0.000994730580719026,0.0097754462514604,0.724,0.91,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KLF10",-0.613,0.00291823595804596,0.0206506136152191,0.172,0.526,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACSM2B",-0.6128,0.00947524141006106,0.0470212786143666,0.483,0.892,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSME4",-0.6118,0.00299435381461945,0.0210046293725249,0.138,0.472,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DNAJC7",-0.6115,0.0026400891438456,0.0192337457976345,0.069,0.374,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEC11C",-0.6111,0.00819254693494052,0.0424681506790924,0.586,0.832,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DELE1",-0.611,0.00484930173489758,0.029475215401012,0.172,0.525,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRPL18",-0.6095,0.00374973746154589,0.0247515300002547,0.138,0.478,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RNF139",-0.6089,0.00251840660938802,0.0186801159276081,0.069,0.376,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGFBP7",0.6087,5.50294220667803e-06,0.000158660587149015,0.966,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NACA",0.6082,0.000353643890159285,0.00459210540249017,0.931,0.973,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CFAP20",-0.6082,0.00273074821144042,0.0196561284600656,0.034,0.308,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PGAP2",-0.6081,0.00855382028326075,0.0435378320154671,0.103,0.39,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RACK1",0.6073,4.67465241790982e-07,1.86026282151499e-05,0.966,0.984,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACSM1",-0.607,0.00241960273386462,0.0182315062725897,0.103,0.443,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IRS2",-0.6066,0.00260063520972244,0.0190871305083836,0.138,0.499,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSMD10",-0.6055,0.00865302397546937,0.0438884365341314,0.069,0.314,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSAT1",-0.6052,0.00685404187779801,0.0377978216194518,0.207,0.553,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARSA",-0.6051,0.00447398657707323,0.0278718711402669,0.276,0.661,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TNFAIP8L1",-0.6051,0.00826428362630349,0.0427553101497243,0.172,0.483,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SHMT2",-0.6048,0.00180733401835884,0.0148357316361911,0.31,0.766,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NIPSNAP1",-0.6046,0.00952080945447618,0.0470911114133023,0.31,0.725,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LMNA",0.6041,0.000837450289497054,0.00881205356714746,0.828,0.912,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"BCAP29",-0.6035,0.00737045410144697,0.0395180856318864,0.103,0.379,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NDUFB3",-0.6035,0.00265257102198158,0.0192924310743983,0.379,0.741,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARPC1A",-0.602,0.000831576013791263,0.00878238740992984,0.172,0.593,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PCYOX1",-0.6005,0.00104331690602356,0.0101105136467061,0.207,0.651,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ABHD6",-0.6002,0.00301843740647331,0.0211452248300868,0.103,0.43,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MET",-0.6002,0.00279702286539392,0.0200367154751627,0.172,0.538,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LAPTM4B",-0.6001,0.00119556738089027,0.0110852721085388,0.207,0.626,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TKFC",-0.5998,0.00457262163980391,0.0282509197651639,0.448,0.828,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SGK3",-0.599,0.00574711540803938,0.0332684235954315,0.034,0.278,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DGAT1",-0.5982,0.0030689061300293,0.0213700409560124,0.241,0.665,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TM7SF2",-0.5967,0.000955288978689894,0.00951289671833342,0.379,0.871,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PEX16",-0.5963,0.00632885120506849,0.0357462259645153,0.172,0.514,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SOD2",-0.5961,0.00834806985402515,0.0429130152712314,0.552,0.828,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MTMR10",-0.5959,0.00584600801732869,0.0336732635714706,0.103,0.39,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5F1C",-0.5958,0.00101271356213061,0.00985959082907808,0.379,0.809,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UQCR10",-0.5955,0.000198634438913475,0.00291981465964668,0.828,0.955,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TNFSF14",-0.5943,0.00449489678046778,0.0279327646992681,0.138,0.459,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACADM",-0.5937,0.000163807713298339,0.00253236562390017,0.207,0.703,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MYL6",0.5925,1.92087848328163e-06,6.40252044777885e-05,0.966,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAH",-0.5923,0.0039565887256214,0.0256724473666172,0.517,0.907,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CYP21A2",-0.5921,0.00762579331558087,0.0403553002496551,0.069,0.33,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PLIN2",-0.592,0.0063912056593948,0.0360789419801651,0.483,0.84,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MPC2",0.5915,0.00083439816851316,0.00879437183450023,0.552,0.887,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MOCS2",-0.591,0.0022012263350728,0.0170273723746282,0.138,0.494,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TAF10",0.5909,0.00793637948862764,0.041572646510499,0.862,0.859,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACOT13",-0.5908,0.00435151449799598,0.0274397527162304,0.31,0.715,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TNPO1",-0.5907,0.00588917196291208,0.0338659745955153,0.138,0.459,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CALR",-0.5907,3.14437374599358e-06,9.67912224281436e-05,0.966,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITIH4",-0.5901,0.00302331922297264,0.0211652568479141,0.31,0.746,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FBXO17",-0.5898,0.00699339563281006,0.0381065784739533,0.241,0.622,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"A1CF",-0.5889,0.00723496484587417,0.039015329318971,0.345,0.772,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DEXI",-0.5886,0.00118455295049853,0.0110298320106029,0.138,0.528,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KLHL5",-0.5884,0.000993551563427361,0.0097754462514604,0.103,0.475,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5PD",-0.5881,0.00409543072501266,0.0262664843405955,0.414,0.82,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ECHDC2",-0.5873,0.00367059834430813,0.0244069137684428,0.517,0.87,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GMPPA",-0.5872,0.00108333680709296,0.0104020211220504,0.172,0.587,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GLRX3",-0.5863,0.00173480788291642,0.0144558115466586,0.103,0.451,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC25A25",-0.5862,0.00499821904432691,0.0301405811315044,0.241,0.626,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SCARB1",-0.5858,0.00165282711772211,0.0140409810179217,0.621,0.9,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HNMT",-0.5854,0.00290721938487289,0.0205910485820729,0.276,0.676,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHCHD2",-0.5853,0.000473382131609966,0.00580142551455492,0.759,0.938,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AK2",-0.5852,0.00166460968069568,0.0140953114224603,0.31,0.758,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IL13RA1",-0.585,0.00737046657304053,0.0395180856318864,0.345,0.736,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"POMGNT1",-0.5845,0.00537480927260725,0.0317812168627726,0.207,0.556,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PALMD",-0.5836,0.00662193323187468,0.0368939483782579,0.103,0.396,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ELOA",-0.5834,0.00512834496714788,0.0307406978385852,0.103,0.408,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RTCB",-0.5834,0.0101821373570627,0.0495799372112231,0.345,0.694,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AZI2",-0.5834,0.00282906029395724,0.0201815466358667,0.069,0.371,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZFR",-0.5828,0.00119137686674884,0.01106384231357,0.103,0.443,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COX5A",-0.5794,0.00540976715073083,0.031915796504819,0.621,0.853,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NIPAL2",-0.5794,0.00128193666994559,0.0116464836698356,0.069,0.399,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTPN3",-0.5784,0.00318634652465789,0.0219252483412685,0.103,0.423,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SCCPDH",-0.5775,0.00708823064047168,0.038497883696511,0.517,0.819,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GBP7",-0.5769,0.0024884296589017,0.0185173546538292,0.103,0.437,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CSTB",-0.5752,0.00723569216588216,0.039015329318971,0.414,0.764,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRDX1",-0.5748,8.59618285200595e-05,0.00153266864955867,0.862,0.968,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EGLN1",-0.5744,0.00148674323879291,0.0130758443169804,0.172,0.57,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"POLR2K",-0.5738,0.00621886959696492,0.0352321951715488,0.276,0.627,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KLB",-0.5734,0.00132225470414189,0.0119505334486606,0.138,0.532,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL31",0.5731,0.000194536808457646,0.00287862893808401,0.966,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5F1B",-0.5723,0.00105163725521316,0.0101441801963695,0.724,0.939,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRPL19",-0.5714,0.000906258438226861,0.00923554120202758,0.103,0.476,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DAB2",-0.5712,0.00373544162560646,0.0247124728530956,0.138,0.465,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ALDH3A2",-0.5676,0.00468066199189883,0.0287487138539983,0.483,0.879,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DRG1",-0.5673,0.00477458446530091,0.0291035532986833,0.138,0.473,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC25A46",-0.5669,0.00907708590004768,0.0454331807890478,0.138,0.441,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC25A3",-0.5667,0.000527886228688649,0.00629254814288769,0.655,0.94,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"F7",-0.5664,0.00383156264922184,0.0250632091792224,0.241,0.619,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GRPEL1",-0.5662,0.00139820875778799,0.0124014007279738,0.172,0.593,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NDUFC2",-0.5659,0.00350722142352844,0.0235903466700827,0.586,0.898,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NDUFS2",-0.5655,0.00626423618683105,0.0354386464493912,0.379,0.772,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"OLFM2",-0.5644,0.0065521521324092,0.0366475294854101,0.172,0.495,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AMFR",-0.5628,0.00204366121508791,0.016119346018941,0.172,0.546,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COX7B",-0.5624,0.000938809410338755,0.009411474414373,0.793,0.935,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CST3",0.5617,0.000266262633726705,0.00367845934661554,1,0.988,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SDHC",-0.5605,0.00591363059440331,0.0339879504673394,0.379,0.788,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RAB7A",-0.5593,0.00375814316695273,0.0247742868354202,0.345,0.76,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TOMM22",-0.558,0.00259787414762322,0.0190802461958067,0.172,0.53,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SNX22",-0.5576,0.0059664362191682,0.0341975473547724,0.069,0.34,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SRP14",-0.557,0.00441763681449576,0.0276717774651018,0.69,0.928,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARRDC4",-0.5559,0.00733133733337765,0.0393687924736431,0.069,0.331,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COQ5",-0.5556,0.00685460208615704,0.0377978216194518,0.103,0.382,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NECAB3",-0.5554,0.00697379389168413,0.0380342505838281,0.172,0.492,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DCAF8",-0.5553,0.00484978325150587,0.029475215401012,0.276,0.66,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CPEB2",-0.552,0.00686554822693549,0.0378012488623372,0.103,0.391,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACOX1",-0.5514,0.00924812235536986,0.0461348181941377,0.414,0.833,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL41",0.5507,3.16953084555957e-11,4.30809218566577e-09,1,0.992,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL4",0.5502,3.89276431093848e-06,0.000118435090925239,0.966,0.988,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MAIP1",-0.5499,0.00116142346301192,0.0108949872847185,0.103,0.459,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHP1",-0.5493,0.00159247484554502,0.0136837781063006,0.276,0.736,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC10A1",-0.5491,0.001865294993887,0.0151569700357309,0.31,0.766,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CAT",-0.5487,0.00198099355532763,0.0158026513338864,0.724,0.947,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATG12",-0.5463,0.00276724655412264,0.0198778328314671,0.103,0.43,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ANAPC15",-0.5442,0.0020466407259844,0.016119346018941,0.069,0.386,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
